,geo_group,marketing_group,created_order,order_sum,test_group,user_id
18458,msk,target_direct,False,,test,1068832
18459,spb,target_direct,False,,test,1081735
18460,msk,context_brand,True,7613.0,control,1011805
18461,spb,organic,False,,test,1076308
18462,spb,social_media,False,,control,1023343
18463,regions,target_direct,False,,control,1043641
18464,regions,target_direct,False,,test,1101820
18465,regions,target_direct,False,,control,1050169
18466,regions,target_direct,True,50.0,control,1049764
18467,msk,target_direct,True,50.0,control,1006012
18468,regions,context_brand,False,,test,1112377
18469,regions,organic,True,6268.0,control,1026748
18470,regions,target_direct,True,5170.0,control,1038166
18471,regions,target_direct,False,,test,1099843
18472,regions,target_direct,False,,test,1111423
18473,regions,target_direct,False,,control,1045927
18474,regions,target_direct,False,,control,1042990
18475,regions,social_media,False,,control,1059427
18476,regions,target_direct,True,5992.0,test,1097464
18477,regions,organic,True,10488.0,control,1025269
18478,msk,target_direct,False,,test,1066714
18479,msk,organic,False,,test,1062805
18480,regions,context_brand,True,4777.0,test,1113538
18481,regions,target_direct,True,50.0,control,1041769
18482,spb,target_direct,True,9470.0,test,1077901
18483,regions,organic,False,,control,1032796
18484,regions,target_direct,True,50.0,test,1105867
18485,regions,target_direct,False,,test,1109923
18486,msk,organic,False,,test,1063864
18487,regions,organic,False,,control,1029097
18488,msk,target_direct,True,24754.0,control,1004407
18489,regions,target_direct,False,,control,1041688
18490,regions,organic,False,,control,1023940
18491,regions,organic,False,,control,1025773
18492,regions,organic,True,2000.0,control,1031308
18493,regions,target_direct,False,,test,1096930
18494,spb,social_media,False,,control,1023040
18495,regions,target_direct,False,,test,1104721
18496,spb,social_media,False,,control,1023424
18497,regions,target_direct,False,,control,1051699
18498,regions,social_media,False,,test,1118821
18499,regions,target_direct,True,2839.0,test,1107712
18500,regions,organic,False,,control,1025818
18501,spb,organic,True,17957.0,test,1077280
18502,regions,target_direct,False,,test,1107964
18503,spb,target_direct,True,50.0,control,1021261
18504,regions,target_direct,False,,test,1110346
18505,regions,social_media,False,,control,1061008
18506,regions,social_media,False,,test,1119421
18507,msk,organic,False,,control,1001233
18508,regions,target_direct,False,,control,1051312
18509,regions,target_direct,True,12242.0,test,1107334
18510,msk,target_direct,True,50.0,test,1067002
18511,regions,organic,False,,test,1087921
18512,regions,social_media,False,,control,1059370
18513,msk,target_direct,False,,control,1005151
18514,regions,target_direct,False,,test,1097767
18515,regions,context_brand,False,,test,1113433
18516,msk,target_direct,False,,control,1005913
18517,spb,target_direct,False,,control,1019275
18518,regions,target_direct,False,,test,1095859
18519,regions,context_brand,False,,test,1112587
18520,regions,context_brand,True,1600.0,control,1053883
18521,regions,target_direct,False,,control,1046260
18522,msk,target_direct,True,5283.0,test,1067560
18523,spb,context_brand,False,,control,1021816
18524,spb,organic,False,,test,1074334
18525,regions,target_direct,False,,test,1103359
18526,msk,target_direct,False,,control,1009828
18527,spb,target_direct,False,,control,1019797
18528,regions,organic,False,,test,1085551
18529,msk,organic,True,7597.0,test,1065190
18530,regions,context_brand,False,,control,1054570
18531,spb,context_brand,False,,test,1082731
18532,regions,target_direct,False,,control,1042522
18533,msk,organic,False,,control,1001617
18534,spb,organic,False,,control,1014115
18535,regions,target_direct,False,,test,1111630
18536,regions,target_direct,False,,control,1038535
18537,regions,target_direct,True,50.0,test,1101742
18538,regions,target_direct,False,,test,1103158
18539,regions,target_direct,False,,test,1099582
18540,spb,organic,True,11494.0,test,1074307
18541,spb,target_direct,False,,test,1081822
18542,spb,organic,True,7144.0,test,1075174
18543,msk,context_brand,False,,test,1071952
18544,spb,organic,False,,test,1075123
18545,spb,target_direct,True,4688.0,test,1081366
18546,regions,target_direct,False,,test,1109029
18547,msk,target_direct,True,50.0,test,1068892
18548,regions,organic,True,2000.0,test,1089406
18549,regions,context_brand,False,,control,1054744
18550,spb,target_direct,False,,control,1017988
18551,msk,organic,False,,test,1062586
18552,regions,context_brand,False,,test,1112632
18553,regions,target_direct,False,,control,1045204
18554,regions,organic,False,,control,1031413
18555,regions,social_media,False,,control,1058902
18556,spb,organic,True,2000.0,control,1015129
18557,regions,target_direct,False,,test,1102693
18558,regions,target_direct,True,50.0,test,1101178
18559,msk,target_direct,True,6137.0,test,1065625
18560,spb,target_direct,True,5450.0,test,1078627
18561,regions,target_direct,False,,test,1100485
18562,regions,organic,True,2000.0,test,1086301
18563,regions,social_media,True,3061.0,control,1057579
18564,msk,context_brand,False,,test,1072048
18565,regions,target_direct,False,,test,1102867
18566,msk,organic,False,,test,1063429
18567,msk,organic,True,12212.0,test,1061560
18568,msk,target_direct,False,,test,1070614
18569,spb,context_brand,False,,control,1022071
18570,regions,organic,False,,test,1089907
18571,regions,organic,True,5495.0,test,1085356
18572,spb,context_brand,True,1600.0,control,1022365
18573,regions,organic,False,,test,1093696
18574,spb,target_direct,True,14531.0,control,1020769
18575,regions,organic,False,,control,1027984
18576,msk,social_media,False,,test,1073593
18577,regions,target_direct,False,,control,1045291
18578,regions,target_direct,False,,test,1110184
18579,spb,target_direct,False,,test,1078993
18580,spb,organic,True,18176.0,control,1016017
18581,spb,organic,True,2000.0,control,1015162
18582,regions,target_direct,False,,test,1110829
18583,regions,organic,False,,control,1033891
18584,msk,organic,True,7213.0,control,1001374
18585,regions,target_direct,False,,test,1103719
18586,regions,context_brand,False,,control,1055380
18587,regions,target_direct,False,,control,1048534
18588,msk,target_direct,True,5816.0,control,1009105
18589,regions,social_media,False,,test,1118308
18590,regions,organic,False,,control,1034293
18591,msk,social_media,False,,test,1073968
18592,spb,organic,False,,control,1013872
18593,msk,target_direct,False,,test,1068040
18594,msk,target_direct,True,50.0,test,1065901
18595,regions,target_direct,False,,test,1099204
18596,regions,target_direct,False,,test,1111489
18597,spb,target_direct,False,,test,1078003
18598,regions,target_direct,False,,test,1111102
18599,msk,target_direct,True,16595.0,control,1007035
18600,spb,organic,False,,test,1075843
18601,regions,target_direct,False,,control,1040038
18602,regions,target_direct,False,,control,1043047
18603,spb,target_direct,False,,test,1080769
18604,regions,target_direct,False,,test,1099057
18605,msk,target_direct,False,,test,1070035
18606,regions,context_brand,False,,test,1114303
18607,regions,target_direct,False,,test,1108834
18608,spb,organic,False,,test,1075969
18609,regions,context_brand,False,,control,1054864
18610,regions,target_direct,False,,control,1038925
18611,regions,target_direct,False,,test,1096381
18612,regions,target_direct,False,,test,1106305
18613,msk,target_direct,True,6926.0,control,1008268
18614,msk,target_direct,False,,test,1065607
18615,spb,target_direct,False,,test,1077370
18616,regions,organic,False,,test,1085980
18617,regions,target_direct,True,6640.0,test,1103191
18618,regions,target_direct,False,,control,1052695
18619,regions,target_direct,False,,control,1046488
18620,regions,organic,True,4835.0,control,1025032
18621,msk,organic,True,8399.0,test,1063810
18622,regions,context_brand,False,,test,1115572
18623,spb,organic,False,,test,1075369
18624,regions,target_direct,False,,test,1104049
18625,regions,target_direct,True,50.0,test,1104250
18626,spb,context_brand,True,1600.0,control,1021621
18627,regions,target_direct,False,,test,1095472
18628,regions,target_direct,True,2120.0,test,1108186
18629,regions,organic,True,7966.0,test,1089757
18630,spb,target_direct,False,,control,1017022
18631,regions,organic,False,,control,1033564
18632,regions,target_direct,False,,test,1097527
18633,spb,social_media,True,200.0,control,1023658
18634,regions,target_direct,False,,test,1103950
18635,msk,target_direct,False,,control,1009195
18636,msk,target_direct,False,,control,1007380
18637,regions,organic,False,,test,1092289
18638,regions,target_direct,False,,control,1036864
18639,msk,organic,True,7592.0,test,1061995
18640,regions,target_direct,False,,control,1039840
18641,regions,target_direct,False,,control,1048018
18642,regions,context_brand,True,1600.0,test,1114903
18643,regions,organic,True,2000.0,test,1088674
18644,msk,social_media,True,12584.0,test,1074046
18645,msk,organic,False,,control,1000615
18646,regions,organic,False,,control,1032454
18647,regions,target_direct,False,,test,1095556
18648,msk,target_direct,False,,control,1008802
18649,spb,target_direct,False,,test,1078432
18650,regions,target_direct,True,7450.0,test,1110616
18651,spb,target_direct,False,,control,1021495
18652,regions,context_brand,True,15600.0,control,1054798
18653,spb,organic,False,,test,1076605
18654,msk,organic,False,,control,1001128
18655,regions,target_direct,False,,test,1104157
18656,regions,target_direct,True,3720.0,control,1038526
18657,spb,context_brand,True,6481.0,control,1022194
18658,regions,target_direct,False,,test,1109602
18659,msk,target_direct,False,,test,1071190
18660,spb,social_media,True,9626.0,test,1083154
18661,regions,target_direct,False,,test,1110568
18662,spb,social_media,False,,test,1083136
18663,regions,organic,False,,test,1086775
18664,spb,target_direct,True,9180.0,test,1077898
18665,regions,target_direct,False,,test,1095334
18666,regions,organic,False,,control,1026943
18667,spb,target_direct,False,,control,1018201
18668,msk,social_media,False,,control,1013308
18669,msk,context_brand,False,,test,1072339
18670,regions,organic,False,,test,1095187
18671,msk,target_direct,False,,control,1008532
18672,spb,organic,True,12604.0,control,1013782
18673,msk,context_brand,False,,test,1071505
18674,spb,target_direct,False,,control,1016815
18675,regions,target_direct,True,7828.0,test,1101169
18676,msk,target_direct,True,16319.0,test,1065463
18677,spb,target_direct,False,,control,1017244
18678,regions,social_media,True,4388.0,test,1119265
18679,regions,context_brand,False,,control,1055518
18680,regions,target_direct,False,,test,1096813
18681,regions,target_direct,False,,control,1042198
18682,regions,target_direct,False,,control,1048894
18683,msk,organic,True,12764.0,test,1064893
18684,spb,organic,True,7185.0,control,1016593
18685,regions,organic,False,,test,1087894
18686,regions,social_media,False,,test,1115794
18687,spb,social_media,True,200.0,control,1023334
18688,regions,target_direct,False,,control,1046650
18689,regions,organic,True,2000.0,test,1084573
18690,regions,organic,False,,control,1024765
18691,regions,organic,False,,control,1032433
18692,spb,target_direct,True,5269.0,control,1020805
18693,spb,target_direct,True,50.0,control,1020106
18694,msk,social_media,True,16883.0,control,1013056
18695,msk,organic,False,,test,1064206
18696,spb,organic,True,2000.0,test,1076557
18697,spb,organic,False,,control,1014814
18698,spb,organic,False,,control,1015036
18699,regions,organic,True,2000.0,test,1093072
18700,regions,target_direct,False,,test,1103773
18701,msk,target_direct,False,,test,1068625
18702,regions,organic,True,5592.0,test,1087618
18703,regions,context_brand,True,1600.0,control,1054324
18704,msk,organic,True,20981.0,control,1003648
18705,regions,organic,False,,test,1086040
18706,regions,social_media,False,,control,1057234
18707,regions,context_brand,False,,test,1114642
18708,spb,target_direct,True,50.0,control,1017424
18709,regions,context_brand,False,,test,1112095
18710,msk,target_direct,True,6444.0,control,1006606
18711,regions,target_direct,False,,control,1045873
18712,spb,organic,False,,control,1014241
18713,msk,organic,True,18536.0,test,1062403
18714,spb,organic,True,2000.0,test,1075129
18715,msk,organic,True,2000.0,test,1063537
18716,spb,social_media,False,,test,1083997
18717,regions,target_direct,False,,test,1105519
18718,regions,context_brand,True,7196.0,control,1054597
18719,regions,organic,False,,control,1035520
18720,regions,target_direct,False,,test,1105417
18721,regions,organic,True,2000.0,control,1030993
18722,regions,target_direct,False,,test,1097668
18723,msk,organic,False,,control,1000102
18724,msk,context_brand,False,,control,1011346
18725,spb,target_direct,False,,test,1079050
18726,regions,target_direct,False,,test,1107898
18727,spb,context_brand,True,6965.0,control,1022311
18728,regions,target_direct,False,,control,1042984
18729,regions,social_media,True,200.0,test,1116835
18730,msk,context_brand,False,,test,1072123
18731,regions,target_direct,True,50.0,control,1047253
18732,msk,target_direct,False,,test,1068544
18733,spb,target_direct,True,50.0,control,1017721
18734,regions,context_brand,True,4143.0,control,1055722
18735,regions,social_media,False,,test,1116394
18736,regions,target_direct,False,,test,1098133
18737,regions,organic,True,10902.0,control,1025416
18738,regions,target_direct,False,,control,1035916
18739,spb,organic,False,,control,1015120
18740,regions,social_media,False,,control,1060705
18741,msk,organic,False,,test,1065262
18742,regions,target_direct,False,,test,1097398
18743,regions,organic,False,,test,1088737
18744,regions,target_direct,True,50.0,control,1045783
18745,msk,target_direct,False,,control,1004446
18746,regions,context_brand,True,3983.0,control,1052788
18747,regions,target_direct,False,,control,1046110
18748,regions,social_media,False,,control,1058446
18749,spb,target_direct,False,,control,1019911
18750,msk,target_direct,True,12330.0,test,1067209
18751,regions,social_media,False,,control,1058101
18752,msk,target_direct,False,,test,1070149
18753,msk,target_direct,False,,control,1005355
18754,spb,target_direct,False,,control,1018690
18755,regions,target_direct,True,50.0,control,1039435
18756,regions,organic,False,,test,1093144
18757,msk,target_direct,False,,control,1009246
18758,regions,social_media,False,,test,1118266
18759,regions,target_direct,False,,test,1108447
18760,msk,target_direct,False,,control,1004758
18761,regions,organic,False,,test,1095160
18762,msk,organic,False,,test,1064926
18763,spb,context_brand,False,,test,1082173
18764,regions,context_brand,False,,test,1113214
18765,msk,target_direct,True,5472.0,test,1070458
18766,regions,target_direct,False,,control,1051039
18767,regions,organic,False,,test,1094494
18768,regions,social_media,False,,test,1117447
18769,regions,target_direct,False,,control,1037986
18770,msk,target_direct,False,,test,1066999
18771,regions,organic,True,11999.0,test,1089526
18772,regions,context_brand,False,,test,1112428
18773,msk,organic,True,8306.0,control,1001500
18774,regions,context_brand,False,,control,1055560
18775,regions,social_media,True,2923.0,test,1119166
18776,msk,organic,True,7998.0,test,1061749
18777,msk,target_direct,True,50.0,control,1004524
18778,msk,target_direct,True,6971.0,test,1066696
18779,regions,target_direct,False,,control,1039723
18780,regions,organic,True,2000.0,control,1031113
18781,regions,target_direct,False,,test,1104451
18782,regions,social_media,False,,test,1118212
18783,regions,target_direct,True,8759.0,test,1095559
18784,msk,organic,True,15000.0,test,1064617
18785,spb,target_direct,True,10902.0,control,1019803
18786,regions,target_direct,True,2237.0,test,1104418
18787,regions,target_direct,False,,test,1109800
18788,regions,organic,False,,test,1094071
18789,msk,organic,False,,test,1062334
18790,regions,target_direct,False,,control,1041982
18791,msk,social_media,False,,test,1072930
18792,regions,target_direct,False,,test,1106971
18793,regions,target_direct,False,,test,1105807
18794,msk,organic,True,2000.0,test,1064050
18795,msk,organic,True,2000.0,test,1061596
18796,regions,target_direct,False,,test,1097383
18797,regions,target_direct,False,,control,1051630
18798,msk,social_media,False,,test,1073467
18799,regions,target_direct,False,,test,1107481
18800,regions,context_brand,False,,control,1056385
18801,regions,organic,False,,control,1029358
18802,msk,social_media,True,6363.0,control,1012501
18803,regions,organic,False,,control,1028959
18804,regions,target_direct,False,,control,1049086
18805,msk,organic,True,7208.0,test,1065154
18806,regions,target_direct,False,,test,1107742
18807,regions,context_brand,False,,control,1053211
18808,msk,target_direct,True,50.0,control,1007542
18809,msk,organic,False,,test,1063609
18810,spb,context_brand,False,,test,1082872
18811,regions,organic,False,,control,1032052
18812,regions,target_direct,False,,test,1099633
18813,regions,organic,False,,control,1028353
18814,msk,context_brand,True,19939.0,test,1071433
18815,regions,organic,False,,control,1028962
18816,msk,target_direct,False,,control,1007455
18817,regions,target_direct,False,,test,1103221
18818,msk,context_brand,True,13706.0,test,1072006
18819,msk,organic,True,7226.0,test,1064275
18820,regions,organic,False,,test,1093576
18821,regions,context_brand,False,,test,1114669
18822,spb,target_direct,False,,control,1018987
18823,spb,target_direct,True,4797.0,control,1020484
18824,msk,social_media,True,200.0,control,1012834
18825,regions,target_direct,False,,test,1095700
18826,regions,target_direct,True,3043.0,control,1049692
18827,regions,context_brand,False,,control,1055191
18828,regions,target_direct,False,,test,1095481
18829,regions,target_direct,False,,control,1041814
18830,regions,organic,True,2000.0,control,1025341
18831,regions,target_direct,False,,test,1110097
18832,msk,target_direct,False,,test,1070473
18833,spb,target_direct,False,,test,1079860
18834,regions,organic,False,,test,1084372
18835,spb,organic,False,,control,1014358
18836,msk,organic,False,,test,1061572
18837,spb,target_direct,True,10444.0,control,1019878
18838,regions,target_direct,False,,test,1111612
18839,regions,organic,False,,test,1091278
18840,msk,social_media,True,200.0,test,1073038
18841,msk,target_direct,False,,test,1066558
18842,msk,target_direct,False,,control,1008031
18843,regions,context_brand,False,,control,1056340
18844,regions,target_direct,False,,control,1050883
18845,regions,social_media,False,,control,1058569
18846,regions,context_brand,False,,control,1055158
18847,spb,target_direct,False,,test,1078114
18848,regions,target_direct,False,,control,1042417
18849,regions,social_media,False,,control,1057591
18850,spb,social_media,True,5033.0,test,1083400
18851,regions,organic,False,,test,1087492
18852,regions,target_direct,False,,control,1037278
18853,msk,target_direct,False,,test,1069966
18854,regions,target_direct,True,6326.0,control,1036477
18855,msk,target_direct,True,11748.0,control,1008259
18856,regions,organic,True,4618.0,control,1027084
18857,spb,social_media,True,14792.0,test,1083163
18858,regions,target_direct,True,4109.0,control,1046194
18859,regions,social_media,False,,test,1118698
18860,spb,social_media,False,,control,1023478
18861,regions,target_direct,False,,control,1045633
18862,spb,organic,True,6884.0,control,1014742
18863,regions,organic,False,,test,1085752
18864,regions,target_direct,False,,control,1044097
18865,regions,organic,True,4089.0,test,1090018
18866,msk,target_direct,False,,test,1070002
18867,msk,target_direct,False,,control,1006720
18868,regions,target_direct,False,,control,1050388
18869,regions,target_direct,False,,test,1106617
18870,regions,target_direct,False,,control,1041298
18871,regions,organic,True,2000.0,test,1088740
18872,regions,target_direct,True,5660.0,test,1102573
18873,spb,organic,False,,test,1076383
18874,regions,target_direct,False,,test,1098718
18875,regions,organic,True,11675.0,test,1093675
18876,spb,organic,True,11470.0,control,1015150
18877,regions,organic,False,,test,1088320
18878,regions,target_direct,False,,control,1048486
18879,msk,organic,False,,control,1001125
18880,regions,target_direct,False,,test,1097254
18881,msk,social_media,False,,control,1012132
18882,msk,target_direct,True,7004.0,test,1069939
18883,regions,social_media,False,,control,1059934
18884,regions,target_direct,True,3262.0,control,1044427
18885,spb,organic,False,,test,1075477
18886,msk,organic,False,,control,1002400
18887,msk,organic,False,,control,1000912
18888,regions,organic,True,4813.0,control,1033717
18889,regions,organic,False,,test,1093360
18890,msk,target_direct,True,6425.0,test,1070332
18891,regions,organic,False,,test,1093768
18892,regions,organic,False,,test,1089175
18893,regions,social_media,False,,control,1058740
18894,regions,target_direct,False,,test,1098436
18895,regions,organic,True,10592.0,test,1090042
18896,regions,target_direct,True,50.0,control,1041448
18897,msk,social_media,True,6228.0,control,1012912
18898,regions,target_direct,False,,control,1036138
18899,msk,target_direct,True,19931.0,control,1004353
18900,regions,target_direct,False,,test,1101127
18901,regions,organic,True,2000.0,test,1093246
18902,msk,organic,False,,control,1001056
18903,msk,organic,True,2000.0,control,1001551
18904,regions,target_direct,False,,test,1106554
18905,msk,organic,True,12266.0,test,1065268
18906,regions,social_media,True,200.0,test,1119163
18907,spb,target_direct,False,,test,1080814
18908,regions,target_direct,False,,test,1099780
18909,regions,organic,True,4491.0,test,1087675
18910,regions,target_direct,False,,test,1105483
18911,spb,target_direct,False,,test,1080970
18912,regions,target_direct,False,,control,1052272
18913,regions,target_direct,False,,test,1108489
18914,regions,target_direct,False,,control,1036795
18915,msk,organic,True,7332.0,control,1003483
18916,regions,organic,False,,test,1085797
18917,msk,organic,False,,test,1064539
18918,regions,organic,True,10894.0,control,1031053
18919,regions,context_brand,True,3958.0,control,1053820
18920,regions,organic,False,,control,1033321
18921,spb,target_direct,False,,test,1081465
18922,msk,organic,False,,test,1063222
18923,msk,organic,False,,test,1064044
18924,msk,organic,False,,test,1065325
18925,msk,organic,False,,control,1002010
18926,regions,target_direct,False,,test,1108027
18927,regions,social_media,False,,control,1058044
18928,regions,organic,False,,test,1087420
18929,regions,organic,True,6082.0,control,1029997
18930,regions,target_direct,False,,test,1103596
18931,msk,target_direct,False,,control,1004368
18932,regions,social_media,False,,control,1060729
18933,spb,social_media,False,,test,1083025
18934,regions,target_direct,False,,test,1109179
18935,regions,organic,True,2000.0,control,1024891
18936,msk,organic,False,,control,1001146
18937,regions,target_direct,False,,test,1099522
18938,regions,context_brand,False,,control,1054840
18939,regions,organic,False,,control,1029739
18940,regions,social_media,False,,control,1059265
18941,regions,target_direct,False,,control,1044616
18942,regions,social_media,False,,control,1061227
18943,spb,target_direct,False,,control,1020277
18944,regions,organic,False,,control,1025047
18945,regions,target_direct,False,,control,1038019
18946,regions,context_brand,False,,control,1053745
18947,msk,organic,True,28640.0,control,1002679
18948,regions,organic,False,,control,1033807
18949,regions,organic,False,,test,1089022
18950,regions,social_media,False,,control,1059757
18951,spb,target_direct,True,5189.0,test,1079272
18952,msk,target_direct,True,11318.0,control,1009132
18953,regions,organic,True,2000.0,test,1086010
18954,spb,organic,False,,control,1015939
18955,spb,target_direct,False,,control,1019611
18956,regions,organic,True,2000.0,control,1024732
18957,spb,target_direct,False,,control,1019116
18958,regions,target_direct,False,,control,1039279
18959,spb,target_direct,False,,control,1020160
18960,regions,social_media,True,200.0,test,1119136
18961,regions,target_direct,False,,control,1044706
18962,regions,target_direct,False,,test,1097485
18963,regions,organic,True,5018.0,control,1033471
18964,regions,target_direct,False,,control,1043374
18965,regions,target_direct,False,,control,1037446
18966,spb,social_media,False,,test,1083946
18967,msk,target_direct,True,50.0,control,1009498
18968,regions,organic,False,,test,1087090
18969,msk,target_direct,True,50.0,test,1068553
18970,msk,context_brand,False,,test,1071655
18971,spb,target_direct,True,5077.0,test,1078912
18972,regions,target_direct,False,,test,1100209
18973,msk,organic,False,,control,1000021
18974,spb,target_direct,False,,test,1079377
18975,msk,target_direct,True,50.0,control,1007854
18976,msk,target_direct,True,6994.0,control,1010341
18977,msk,target_direct,True,20105.0,test,1067992
18978,regions,organic,False,,control,1028575
18979,regions,organic,True,2000.0,test,1093483
18980,regions,context_brand,False,,test,1113268
18981,regions,target_direct,False,,control,1045933
18982,regions,social_media,False,,test,1115782
18983,msk,organic,False,,control,1002229
18984,spb,target_direct,False,,control,1017238
18985,spb,target_direct,False,,test,1078579
18986,regions,organic,False,,test,1092940
18987,spb,target_direct,False,,test,1078312
18988,regions,context_brand,False,,test,1112569
18989,regions,target_direct,False,,control,1041829
18990,msk,organic,False,,test,1065349
18991,spb,target_direct,True,5253.0,control,1019599
18992,msk,organic,True,2000.0,control,1004053
18993,msk,social_media,False,,test,1074124
18994,spb,target_direct,False,,control,1019494
18995,msk,organic,False,,test,1062583
18996,spb,target_direct,True,10734.0,control,1021000
18997,regions,target_direct,False,,control,1043692
18998,msk,target_direct,False,,test,1065601
18999,regions,target_direct,False,,control,1038136
19000,regions,target_direct,False,,test,1100725
19001,regions,social_media,True,7085.0,test,1118506
19002,regions,organic,False,,test,1089784
19003,spb,target_direct,False,,test,1079881
19004,regions,social_media,True,200.0,control,1060180
19005,regions,context_brand,False,,control,1055314
19006,regions,organic,True,13055.0,test,1091371
19007,msk,organic,False,,test,1064746
19008,regions,target_direct,False,,test,1103386
19009,regions,organic,True,6170.0,test,1092841
19010,regions,target_direct,True,6582.0,control,1046752
19011,spb,target_direct,False,,test,1080163
19012,regions,target_direct,False,,test,1097758
19013,msk,context_brand,False,,control,1011148
19014,regions,target_direct,False,,control,1052554
19015,msk,organic,False,,test,1064464
19016,regions,social_media,False,,control,1059439
19017,regions,target_direct,False,,test,1110742
19018,regions,target_direct,False,,control,1038352
19019,regions,context_brand,False,,control,1053100
19020,regions,context_brand,False,,control,1055278
19021,regions,organic,True,9972.0,test,1087054
19022,regions,organic,False,,test,1089838
19023,regions,target_direct,False,,control,1038682
19024,msk,social_media,True,200.0,control,1012615
19025,regions,target_direct,False,,control,1043113
19026,regions,target_direct,False,,control,1037965
19027,regions,organic,False,,control,1034227
19028,spb,target_direct,False,,test,1078099
19029,regions,organic,False,,control,1025158
19030,msk,target_direct,False,,control,1010101
19031,regions,target_direct,True,4498.0,control,1039195
19032,spb,target_direct,False,,test,1077487
19033,msk,social_media,False,,control,1012486
19034,regions,social_media,False,,test,1118089
19035,regions,target_direct,False,,test,1102264
19036,regions,target_direct,False,,test,1100158
19037,regions,organic,False,,test,1088725
19038,regions,target_direct,False,,control,1047094
19039,regions,target_direct,False,,control,1041238
19040,regions,target_direct,False,,test,1109845
19041,msk,target_direct,True,6487.0,control,1009699
19042,regions,target_direct,False,,test,1098181
19043,regions,target_direct,False,,control,1044772
19044,regions,target_direct,False,,control,1042180
19045,regions,social_media,False,,test,1117174
19046,spb,target_direct,True,50.0,control,1019617
19047,regions,target_direct,False,,test,1111183
19048,regions,target_direct,False,,control,1049965
19049,regions,target_direct,True,2710.0,control,1039066
19050,spb,organic,True,7377.0,control,1016569
19051,spb,organic,False,,test,1074883
19052,regions,organic,True,2000.0,control,1029697
19053,regions,target_direct,False,,control,1040935
19054,regions,social_media,False,,test,1119190
19055,regions,social_media,False,,control,1058491
19056,regions,target_direct,False,,control,1047409
19057,regions,social_media,False,,test,1116607
19058,spb,social_media,False,,test,1083181
19059,spb,social_media,False,,test,1084105
19060,msk,organic,True,22355.0,control,1000291
19061,regions,organic,True,14798.0,test,1088644
19062,msk,organic,False,,control,1003684
19063,msk,organic,False,,control,1003690
19064,regions,organic,True,2000.0,test,1093657
19065,spb,organic,False,,test,1074844
19066,spb,social_media,True,16529.0,test,1083454
19067,regions,context_brand,False,,test,1113967
19068,msk,organic,False,,test,1062136
19069,regions,target_direct,False,,test,1097578
19070,msk,organic,False,,control,1003132
19071,msk,context_brand,False,,control,1011085
19072,spb,social_media,False,,control,1023622
19073,spb,target_direct,False,,control,1017547
19074,msk,target_direct,True,50.0,test,1071037
19075,regions,context_brand,False,,test,1113388
19076,spb,target_direct,False,,control,1020508
19077,regions,target_direct,False,,control,1041484
19078,msk,target_direct,False,,test,1066312
19079,regions,social_media,False,,test,1118656
19080,regions,target_direct,True,50.0,control,1050640
19081,regions,target_direct,False,,control,1048123
19082,msk,organic,False,,control,1000669
19083,regions,target_direct,False,,control,1038451
19084,msk,organic,False,,test,1063885
19085,msk,target_direct,True,6307.0,test,1068718
19086,msk,target_direct,True,6642.0,control,1007179
19087,regions,social_media,False,,test,1116130
19088,regions,organic,False,,test,1087390
19089,spb,social_media,False,,control,1023412
19090,regions,target_direct,False,,test,1109527
19091,regions,organic,True,4599.0,control,1025323
19092,msk,target_direct,False,,control,1006639
19093,msk,organic,True,8083.0,test,1065046
19094,regions,organic,False,,test,1085287
19095,regions,social_media,False,,test,1117303
19096,regions,social_media,False,,test,1119766
19097,spb,organic,False,,control,1015054
19098,regions,organic,False,,control,1032298
19099,spb,target_direct,False,,control,1017295
19100,regions,social_media,False,,test,1117141
19101,regions,organic,True,2000.0,test,1089724
19102,regions,organic,False,,control,1030690
19103,msk,target_direct,True,6065.0,test,1068784
19104,msk,target_direct,False,,test,1066573
19105,regions,target_direct,False,,test,1097386
19106,spb,target_direct,False,,test,1077985
19107,spb,target_direct,False,,control,1018027
19108,regions,organic,True,2000.0,control,1035100
19109,regions,target_direct,False,,control,1039735
19110,msk,organic,True,2000.0,control,1001803
19111,msk,target_direct,True,10102.0,test,1067890
19112,msk,target_direct,False,,control,1006411
19113,msk,context_brand,False,,control,1011259
19114,regions,target_direct,False,,control,1052248
19115,regions,social_media,False,,test,1118392
19116,regions,organic,True,4587.0,test,1091791
19117,regions,context_brand,False,,test,1115290
19118,spb,target_direct,False,,control,1019050
19119,msk,context_brand,True,1600.0,test,1071598
19120,msk,target_direct,False,,test,1068688
19121,spb,target_direct,False,,control,1017421
19122,regions,target_direct,False,,control,1046191
19123,regions,target_direct,False,,control,1044742
19124,msk,social_media,True,200.0,test,1073758
19125,regions,target_direct,False,,control,1040269
19126,spb,target_direct,True,16241.0,control,1018699
19127,msk,context_brand,False,,control,1010407
19128,regions,target_direct,True,4491.0,test,1107496
19129,msk,social_media,False,,test,1072933
19130,regions,target_direct,False,,test,1100461
19131,msk,target_direct,False,,control,1010212
19132,msk,social_media,True,6537.0,test,1073545
19133,regions,organic,False,,test,1089148
19134,spb,target_direct,False,,control,1020535
19135,regions,social_media,False,,control,1056952
19136,spb,target_direct,False,,control,1018960
19137,regions,target_direct,False,,test,1109590
19138,regions,context_brand,False,,test,1113448
19139,regions,target_direct,False,,test,1108015
19140,regions,target_direct,False,,test,1104754
19141,regions,social_media,False,,control,1059715
